state,huc12,name,area_total_ha,area_cropland_ha,area_perennial_ha,pct_cropland,pct_perennial
MN,090203030204,County Ditch Number Seventyfive,15627.6,7236.1,7180.4,46.3,45.9
MN,090203030205,Town of High Landing-Red Lake River,13551.4,10646.9,1683.2,78.6,12.4
MN,090203030206,County Ditch Number Thirtynine-Red Lake River,15099.0,12042.5,1701.8,79.8,11.3
MN,090203030207,County Ditch Number Thirtythree-Red Lake River,12279.9,9548.5,1173.6,77.8,9.6
MN,090203030301,City of Thief River Falls-Red Lake River,6423.8,3610.7,634.6,56.2,9.9
MN,090203030302,County Ditch Number Seventysix,10751.9,7233.9,2277.9,67.3,21.2
MN,090203030303,City of Saint Hilaire-Red Lake River,10942.1,8588.6,1238.2,78.5,11.3
MN,090203030304,County Ditch Number Sixtytwo-Red Lake River,14398.4,10852.6,2188.5,75.4,15.2
MN,090203030401,Lanstad Cemetery-Black River,13991.3,9467.5,2778.7,67.7,19.9
MN,090203030402,Browns Creek,7048.8,6171.7,500.9,87.6,7.1
MN,090203030403,Little Black River,6376.9,2803.5,2555.5,44.0,40.1
MN,090203030404,Black River,10075.3,7683.1,1645.8,76.3,16.3
MN,090203030501,Cyr Creek,6437.2,3984.7,1000.2,61.9,15.5
MN,090203030502,Town of Huot-Red Lake River,10466.6,7747.6,1661.1,74.0,15.9
MN,090203030503,Kripple Creek,8518.0,4193.6,1204.5,49.2,14.1
MN,090203030504,Gentilly River,9002.9,2507.7,2491.1,27.9,27.7
MN,090203030505,Judicial Ditch Number Sixty,11201.7,8010.0,956.3,71.5,8.5
MN,090203030506,Crookston Municipal Airport-Kirkwood Field,10839.1,9568.8,148.1,88.3,1.4
MN,090203030507,City of Crookston-Red Lake River,12725.9,7800.1,1651.9,61.3,13.0
MN,090203030601,Upper Burnham Creek,7453.1,2022.1,3185.0,27.1,42.7
MN,090203030602,Middle Burnham Creek,11504.7,8117.4,1036.4,70.6,9.0
MN,090203030603,County Ditch Number Fifteen,6719.0,5000.8,553.1,74.4,8.2
MN,090203030604,Lower Burnham Creek,13058.8,11847.4,313.5,90.7,2.4
MN,090203030701,County Ditch Number Ninetyfour,8507.2,7944.0,102.5,93.4,1.2
MN,090203030702,City of Fisher-Red Lake River,5734.5,4985.4,230.5,86.9,4.0
MN,090203030703,Heartsville Coulee,9651.1,8878.2,160.8,92.0,1.7
MN,090203030704,Red Lake River,9980.9,7848.5,688.7,78.6,6.9
MN,090203040201,Thief Lake,8635.5,2266.9,3192.8,26.3,37.0
MN,090203040202,Our Savior Cemetery-Thief River,10694.6,6774.4,3007.5,63.3,28.1
MN,090203040302,Valley Cemetery,7872.2,4140.4,3306.9,52.6,42.0
MN,090203040303,Judicial Ditch Number Eleven-Mud River,10775.9,3913.1,5896.8,36.3,54.7
MN,090203040304,Grygla State Wildlife Management Area,5812.0,3576.3,1949.3,61.5,33.5
MN,090203040305,City of Grygla-Mud River,10714.7,6624.4,3434.7,61.8,32.1
MN,090203040401,Mud River Pool,8044.6,4962.8,2580.7,61.7,32.1
MN,090203040403,Headquarters Pool,6406.1,1784.6,4268.2,27.9,66.6
MN,090203040501,Espelie State Wildlife Management Area,5755.5,2135.2,3401.2,37.1,59.1
MN,090203040502,Lost River,11237.4,5152.9,5596.0,45.9,49.8
MN,090203040603,County Ditch Number Thirtytwo,10338.8,5472.5,4303.3,52.9,41.6
MN,090203040604,Judicial Ditch Number Eighteen,4343.3,3966.5,159.4,91.3,3.7
MN,090203040605,County Ditch Number Twentyseven-Lost River,5620.2,2102.5,3304.4,37.4,58.8
MN,090203040606,County Ditch Number Twenty,12015.6,7895.7,2882.3,65.7,24.0
MN,090203040701,Judicial Ditch Number Thirteen,8599.4,6626.7,1550.9,77.1,18.0
MN,090203040702,Judicial Ditch Number Eighteen,8569.2,7585.8,447.6,88.5,5.2
MN,090203040801,090203040801,4867.2,3545.0,931.9,72.8,19.1
MN,090203040802,090203040802-Thief River,7094.0,4366.6,2083.6,61.6,29.4
MN,090203040803,Thief River,13225.9,9331.1,2231.6,70.6,16.9
MN,090203050205,Wilmoe Lake-Clearwater River,16262.5,5945.8,8751.4,36.6,53.8
MN,090203050206,Judicial Ditch Number One,4199.4,3082.3,646.7,73.4,15.4
MN,090203050207,Judicial Ditch Number Three-Clearwater River,15871.5,9756.2,4328.6,61.5,27.3
MN,090203050301,Turtle Lake-Hill River,7365.1,2276.6,3014.9,30.9,40.9
MN,090203050302,County Ditch Number Fiftynine-Hill River,12086.5,7593.8,2430.6,62.8,20.1
MN,090203050303,Lindberg Slough,5869.6,3880.3,1249.7,66.1,21.3
MN,090203050304,Hill River Lake-Hill River,7365.2,3928.0,1537.7,53.3,20.9
MN,090203050305,Brooks Creek,6099.8,4704.9,861.1,77.1,14.1
MN,090203050306,Hill River,7103.6,4909.3,1309.4,69.1,18.4
MN,090203050402,Middle Poplar River,11446.0,7543.4,2396.1,65.9,20.9
MN,090203050403,Lower Poplar River,6083.9,3539.4,1670.4,58.2,27.5
MN,090203050503,Anderson Lake-Lost River,8514.3,3919.6,2880.0,46.0,33.8
MN,090203050504,Judicial Ditch Number Seventytwo-Lost River,13563.8,6216.4,4929.5,45.8,36.3
MN,090203050505,State Ditch Number Sixtyone-Lost River,14151.8,7735.2,3185.7,54.7,22.5
MN,090203050506,Judicial Ditch Number Four,6654.2,3565.6,2511.9,53.6,37.7
MN,090203050507,Lost River,12610.2,10260.0,1287.7,81.4,10.2
MN,090203050601,Poplar River Diversion Ditch,7562.3,4559.8,1820.0,60.3,24.1
MN,090203050602,Maple Lake,10463.3,3706.4,3266.7,35.4,31.2
MN,090203050603,Lower Badger Creek,13602.9,7732.7,3299.0,56.8,24.3
MN,090203050701,County Ditch Number Thirtyone-Clearwater River,9795.8,6532.7,2324.4,66.7,23.7
MN,090203050702,City of Plummer-Clearwater River,11072.0,6834.9,2978.4,61.7,26.9
MN,090203050703,Terrebonne Creek,4764.2,4299.6,197.8,90.2,4.2
MN,090203050704,Beau Gerlot Creek,6756.2,4705.5,1410.2,69.6,20.9
MN,090203050705,Clearwater River,9428.8,6367.6,1756.8,67.5,18.6
MN,090203060101,Headwaters County Ditch Number Two,9820.1,7220.2,657.6,73.5,6.7
MN,090203060102,County Ditch Number Sixtysix,12976.7,10234.1,381.6,78.9,2.9
MN,090203060103,County Ditch Number Two,4124.5,3888.1,10.0,94.3,0.2
MN,090203060201,County Ditch Number Twentyseven-Grand Marais Creek,6933.9,6476.2,72.5,93.4,1.0
MN,090203060202,County Ditch Number Thirtyone,10389.6,9867.9,20.8,95.0,0.2
MN,090203060203,County Ditch Number One Hundred Twentysix,7719.8,6393.8,95.5,82.8,1.2
MN,090203060204,County Ditch Number Thirtyseven,7935.5,7551.5,9.5,95.2,0.1
MN,090203060205,County Ditch Number Fortyone,7037.6,6676.4,7.6,94.9,0.1
MN,090203060206,Grand Marais Creek,8387.7,7448.8,373.7,88.8,4.5
MN,090203060301,Town of Carpenters Corner,7484.5,5606.8,584.4,74.9,7.8
MN,090203060302,County Ditch Number Fortythree,9209.8,8259.4,184.4,89.7,2.0
MN,090203060303,County Ditch Number Fortyfour,8254.1,6619.0,248.2,80.2,3.0
MN,090203060304,Judicial Ditch Number Seventyfive,2459.8,2348.5,7.1,95.5,0.3
MN,090203060401,County Ditch Number Thirtyfive,8204.8,7561.1,106.6,92.2,1.3
MN,090203060402,Judicial Ditch Number One,7747.6,7354.4,21.2,94.9,0.3
MN,090203060502,Pulkrabek Private Landing Field,3829.8,3534.3,40.3,92.3,1.1
MN,090203060503,Town of Tabor,6840.5,6468.8,37.2,94.6,0.5
MN,090203090101,Headwaters Snake River,13911.1,9230.2,2234.2,66.4,16.1
MN,090203090102,City of Viking-South Branch Snake River,15587.3,7422.8,5148.7,47.6,33.0
MN,090203090103,090203090103-Snake River,4546.5,3468.6,339.9,76.3,7.5
MN,090203090104,South Branch Snake River,10789.3,8989.6,393.1,83.3,3.6
MN,090203090105,City of Warren-Snake River,10797.4,9125.4,349.3,84.5,3.2
MN,090203090201,Headwaters Middle River,9794.8,4354.8,4573.3,44.5,46.7
MN,090203090202,City of Middle River-Middle River,6776.3,2820.6,3001.3,41.6,44.3
MN,090203090203,090203090203,4787.7,2296.7,2020.6,48.0,42.2
MN,090203090204,County Ditch Number Fifteen,5158.5,1684.4,2448.4,32.7,47.5
MN,090203090205,City of Newfolden-Middle River,10191.0,4043.1,4103.0,39.7,40.3
MN,090203090206,Main Judicial Ditch Number Fifteen,6323.6,2972.7,2530.6,47.0,40.0
MN,090203090207,County Ditch Number Twentythree-Middle River,10953.5,5169.8,3556.3,47.2,32.5
MN,090203090208,County Ditch Number Ten-Middle River,10448.2,7219.2,1759.5,69.1,16.8
MN,090203090209,County Ditch Number Thirteen,5964.8,5530.9,12.8,92.7,0.2
MN,090203090210,Middle River,4577.0,3934.2,315.4,86.0,6.9
MN,090203090301,City of Alvarado-Snake River,10405.0,9546.0,199.3,91.7,1.9
MN,090203090302,Melgard Coulee,8317.4,7822.0,41.5,94.0,0.5
MN,090203090303,Judicial Ditch Number Twenty,7988.1,7575.0,18.2,94.8,0.2
MN,090203090304,Swift Coulee,14585.6,12663.4,822.2,86.8,5.6
MN,090203090305,County Ditch Number Thirtyeight-Snake River,14085.8,13049.9,283.3,92.6,2.0
MN,090203090306,Snake River,15605.8,14391.3,101.2,92.2,0.6
MN,090203110102,Lower Judicial Ditch Number Nineteen,13619.6,3676.2,7397.0,27.0,54.3
MN,090203110103,State Ditch Number Ninty,5347.4,1830.3,2237.2,34.2,41.8
MN,090203110104,Headwaters Tamarac River,12660.8,4226.1,5436.2,33.4,42.9
MN,090203110201,Town of Florian-Tamarac River,4991.8,3768.1,399.7,75.5,8.0
MN,090203110202,Swedish Cemetery,7585.3,6544.8,289.7,86.3,3.8
MN,090203110203,090203110203,5255.2,4960.2,36.3,94.4,0.7
MN,090203110204,City of Stephen-Tamarac River,8972.5,7615.9,344.2,84.9,3.8
MN,090203110205,County Ditch Number Seventeen,6106.4,5478.5,64.4,89.7,1.1
MN,090203110206,County Ditch Number Fourteen,9310.9,7557.8,295.3,81.2,3.2
MN,090203110207,Tamarac River,5430.0,4986.6,181.3,91.8,3.3
MN,090203110301,Headwaters Judicial Ditch Number Ten,12948.1,5155.6,2921.0,39.8,22.6
MN,090203110302,County Ditch Number Seven,5569.1,5238.4,11.9,94.1,0.2
MN,090203110303,County Ditch Number Nineteen,4144.2,3698.7,61.3,89.3,1.5
MN,090203110304,Judicial Ditch Number Ten,8700.5,8187.7,26.4,94.1,0.3
MN,090203110401,County Ditch Number Eight,5994.6,5427.8,168.6,90.5,2.8
MN,090203110402,State Ditch Number One,15965.5,11369.2,2226.3,71.2,13.9
MN,090203110403,County Ditch Number Twentyseven,15079.4,10260.7,2574.4,68.0,17.1
MN,090203110404,County Ditch Number Nine,5982.8,5490.6,88.2,91.8,1.5
MN,090203110501,Judicial Ditch Number Eight,8698.7,8214.4,18.2,94.4,0.2
MN,090203110702,Salt Coulee,6158.3,5762.0,15.2,93.6,0.2
MN,090203120101,Barnett Cemetery,4230.8,3270.7,498.4,77.3,11.8
MN,090203120102,090203120102,5424.0,4322.6,558.0,79.7,10.3
MN,090203120103,City of Greenbush-South Branch Two Rivers,9666.6,6304.1,1726.0,65.2,17.9
MN,090203120104,Klondike Cemetery,11237.8,5155.2,4234.7,45.9,37.7
MN,090203120105,City of Strathcona,14964.2,7331.0,5927.8,49.0,39.6
MN,090203120106,Twin Lakes,9177.3,2814.6,5598.4,30.7,61.0
MN,090203120107,County Ditch Number Four-South Branch Two Rivers,15744.6,9630.8,4839.7,61.2,30.7
MN,090203120201,State Ditch Number Ninetyfive,4640.8,2071.6,1872.5,44.6,40.3
MN,090203120202,Lateral Ditch Number Two,5930.6,4645.7,690.5,78.3,11.6
MN,090203120203,County Ditch Number Thirteen,5121.7,3331.3,1150.2,65.0,22.5
MN,090203120204,Badger Creek,9931.9,5618.0,3143.9,56.6,31.7
MN,090203120205,Bethania Cemetery,9485.1,7630.9,1142.1,80.5,12.0
MN,090203120206,Lateral Ditch Number One,8009.0,6673.7,893.2,83.3,11.2
MN,090203120207,Beaches State Wildlife Management Area-Lateral Ditch Number One,10767.5,6423.8,3544.7,59.7,32.9
MN,090203120302,090203120302,4768.0,2809.5,583.8,58.9,12.2
MN,090203120303,Middle Branch Two Rivers,6341.3,2906.7,1776.6,45.8,28.0
MN,090203120401,Upper State Ditch Number Seventytwo,13946.4,6356.0,6764.9,45.6,48.5
MN,090203120502,Little Joe River,7207.7,4592.9,993.1,63.7,13.8
MN,090203120604,Saron Cemetery,6236.6,3655.3,838.5,58.6,13.4
MN,090203120605,City of Lancaster-North Branch Two Rivers,10413.9,4837.4,2783.3,46.5,26.7
MN,090203120606,North Branch Two Rivers,9219.2,8188.7,483.7,88.8,5.2
MN,090203120702,Lake Bronson-South Branch Two Rivers,4198.8,1175.1,1314.8,28.0,31.3
MN,090203120703,South Branch Two Rivers,11144.3,5839.0,2837.0,52.4,25.5
MN,090203120704,County Ditch Number Twentyone-Two Rivers,10637.5,9229.0,633.4,86.8,6.0
MN,090203120705,Two Rivers,2644.2,2208.7,141.5,83.5,5.4
MN,090203140106,Bear Creek,6796.0,4499.6,1623.4,66.2,23.9
MN,090203140107,Rafferty Creek-Roseau River,6819.4,4039.8,2068.7,59.2,30.3
MN,090203140204,Town of Wannaska-South Fork Roseau River,10434.5,5243.0,4098.7,50.2,39.3
MN,090203140205,South Fork Roseau River,11211.3,8066.1,2171.6,71.9,19.4
MN,090203140301,Upper Hay Creek,10315.0,2619.6,7131.1,25.4,69.1
MN,090203140302,Middle Hay Creek,7530.8,4073.6,2876.6,54.1,38.2
MN,090203140303,Lower Hay Creek,12235.5,7711.9,3150.2,63.0,25.7
MN,090203140501,County Ditch Number Eight,4884.6,3660.5,705.3,74.9,14.4
MN,090203140502,City of Roseau-Roseau River,9515.0,6613.9,1307.5,69.5,13.7
MN,090203140503,Lost River-Roseau River,13168.1,5981.2,6046.6,45.4,45.9
MN,090203140601,Township of Ross-Roseau River,8704.6,7497.0,759.2,86.1,8.7
MN,090203140604,Carlson Pothole-Roseau River,15146.9,5117.5,9319.0,33.8,61.5
MN,090203140605,State Ditch Number Sixtynine,15391.4,7779.8,6778.0,50.5,44.0
MN,090300090201,South Branch Zippel Creek,10145.5,3013.5,6566.5,29.7,64.7
MN,090300090303,West Branch Warroad River,10456.2,4571.7,4951.2,43.7,47.4
MN,090300090305,County Ditch Number Six,4572.8,2521.9,1660.0,55.1,36.3
MN,090300090306,Warroad River,3221.2,1255.4,1095.9,39.0,34.0
MN,090300091402,Willow Creek,7161.2,1952.1,4763.0,27.3,66.5
MN,101702030301,East Branch Flandreau Creek,4634.9,3501.7,258.8,75.6,5.6
MN,101702030302,Upper Flandreau Creek,9247.2,4900.0,1862.9,53.0,20.1
MN,101702031301,Main Ditch-Pipestone Creek,11622.6,9810.1,127.1,84.4,1.1
MN,101702031302,Upper North Branch Pipestone Creek,5658.8,4518.3,350.7,79.8,6.2
MN,101702031303,Lower North Branch Pipestone Creek,10912.4,9201.8,353.8,84.3,3.2
MN,101702031501,Upper Beaver Creek,9601.4,7990.1,95.0,83.2,1.0
MN,101702031502,Little Beaver Creek,4529.2,3844.3,26.6,84.9,0.6
MN,101702031601,Headwaters Split Rock Creek,6858.3,5829.5,75.7,85.0,1.1
MN,101702031603,101702031603,5959.4,4915.6,62.8,82.5,1.1
MN,101702040101,East Branch Rock River,6232.2,4864.5,286.6,78.1,4.6
MN,101702040102,Headwaters Rock River,8574.9,5477.6,1225.2,63.9,14.3
MN,101702040103,North Branch Chanarambie Creek,4080.2,2953.5,539.8,72.4,13.2
MN,101702040104,Headwaters Chanarambie Creek,9501.3,7009.5,1457.3,73.8,15.3
MN,101702040105,Chanarambie Creek,5798.4,3771.4,650.9,65.0,11.2
MN,101702040106,City of Edgerton-Rock River,14596.1,11583.7,244.4,79.4,1.7
MN,101702040107,Poplar Creek,9041.6,7134.0,62.4,78.9,0.7
MN,101702040108,Town of Leota-Rock River,8204.1,6919.3,130.8,84.3,1.6
MN,101702040109,Mound Creek,4491.9,3030.4,86.1,67.5,1.9
MN,101702040110,City of Hardwick-Rock River,13490.2,11359.7,186.7,84.2,1.4
MN,101702040201,East Branch Kanaranzi Creek,14741.7,12505.1,234.8,84.8,1.6
MN,101702040202,Headwaters Kanaranzi Creek,11878.6,10475.1,202.9,88.2,1.7
MN,101702040203,Norwegian Creek,6039.2,5368.1,93.2,88.9,1.5
MN,101702040204,City of Adrian-Kanaranzi Creek,14161.0,11293.7,453.2,79.8,3.2
MN,101702040301,Upper Champepadan Creek,12822.9,10621.9,262.3,82.8,2.0
MN,101702040302,Lower Champepadan Creek,6813.4,5627.3,194.1,82.6,2.8
MN,101702040303,Elk Creek,16670.1,14735.8,260.9,88.4,1.6
MN,101702040304,Rock River Dam-Rock River,8307.1,5439.1,448.6,65.5,5.4
MN,101702040305,Ashwood Cemetery-Rock River,7475.9,6439.1,192.2,86.1,2.6
MN,101702040601,Little Rock Creek,10893.9,9810.4,94.2,90.1,0.9
MN,101702040602,Headwaters Little Rock River,12463.8,10626.8,356.1,85.3,2.9
MN,102300030101,Round Lake,3975.8,2962.2,254.6,74.5,6.4
MN,102300030103,Judicial Ditch Number Thirteen,11720.1,10646.4,265.1,90.8,2.3
MN,102300030201,Loon Lake,8295.5,6628.1,307.1,79.9,3.7
MN,102300030301,Judicial Ditch Number Twentyeight,4295.7,3930.8,34.0,91.5,0.8
MN,102300030302,County Ditch Number Eleven-Little Sioux River,11873.5,10602.8,327.1,89.3,2.8
MN,102300030303,Pletz Marsh,7204.8,5950.8,357.7,82.6,5.0
MN,102300030501,Okabena Lake,4120.9,2803.0,121.8,68.0,3.0
MN,102300030502,Ocheda Lake,8642.5,6389.5,478.7,73.9,5.5
"MN,ND",090201010505,County Ditch Number 26-Bois de Sioux River,11185.1,10441.6,93.7,93.4,0.8
"MN,ND",090201010507,Bois de Sioux River,14663.3,13113.9,239.8,89.4,1.6
"MN,ND",090201040401,County Ditch Number 1,11138.7,8756.9,360.1,78.6,3.2
"MN,ND",090201040402,City of Wolverton-Red River,8939.2,7675.5,466.5,85.9,5.2
"MN,ND",090201040403,City of Hickson-Red River,10462.0,8634.5,771.0,82.5,7.4
"MN,ND",090201040501,Town of Briarwood-Red River,11119.3,9719.5,237.8,87.4,2.1
"MN,ND",090201040504,City of Fargo-Red River,14210.5,4272.4,453.2,30.1,3.2
"MN,ND",090201040506,Town of Oakport-Red River,10010.9,8193.5,692.4,81.8,6.9
"MN,ND",090201060708,Buffalo River,9802.2,8735.1,474.7,89.1,4.8
"MN,ND",090201070101,County Ditch Number Six-Red River,7945.5,7158.1,274.1,90.1,3.4
"MN,ND",090201070104,County Ditch Number Fortynine-Red River,5514.6,4944.1,125.6,89.7,2.3
"MN,ND",090201070106,County Ditch Number Thirteen-Red River,7579.2,6584.2,343.5,86.9,4.5
"MN,ND",090201070601,Love Lake-Red River,3296.8,2932.2,140.0,88.9,4.2
"MN,ND",090201070603,Grandin Lake-Red River,9386.5,8297.9,209.4,88.4,2.2
"MN,ND",090201070605,Augustana Church-Red River,5775.5,5024.5,283.3,87.0,4.9
"MN,ND",090203010401,Judicial Ditch Number Fiftyfour-Red River,8352.2,7471.8,217.2,89.5,2.6
"MN,ND",090203010402,Salem Cemetery-Red River,8582.5,7779.5,232.8,90.6,2.7
"MN,ND",090203010403,County Ditch Number Seventyseven-Red River,8554.5,7730.0,306.4,90.4,3.6
"MN,ND",090203010404,County Ditch Number Nineteen-Red River,10450.0,9459.6,316.2,90.5,3.0
"MN,ND",090203010704,Ost Valle Church-Red River,8070.8,6709.3,680.5,83.1,8.4
"MN,ND",090203010705,City of Grand Forks-Red River,6132.8,2745.4,149.8,44.8,2.4
"MN,ND",090203060501,Town of North Grand Forks-Red River,3951.4,3189.7,285.6,80.7,7.2
"MN,ND",090203060504,Judicial Ditch Number Sixtynine-Red River,4310.9,3581.2,312.7,83.1,7.3
"MN,ND",090203060601,City of Oslo-Red River,13488.7,11237.8,714.2,83.3,5.3
"MN,ND",090203060602,Horseshoe Lake-Red River,5382.4,4078.4,344.6,75.8,6.4
"MN,ND",090203060603,Judicial Ditch Number Nine-Red River,7913.8,7034.8,234.1,88.9,3.0
"MN,ND",090203110502,County Ditch Number 55-Red River,10624.5,9269.4,377.4,87.2,3.6
"MN,ND",090203110503,City of Drayton-Red River,8234.9,6653.5,330.0,80.8,4.0
"MN,ND",090203110505,Town of Mattson-Red River,7293.5,6132.4,375.3,84.1,5.1
"MN,ND",090203110801,County Ditch Number 39-Red River,14951.2,11663.0,773.1,78.0,5.2
"MN,ND",090203110802,Lake Stella-Red River,12527.7,10398.6,802.0,83.0,6.4
"MN,ND,SD",090201010502,Clubhouse Lake-Bois de Sioux River,14736.0,10831.8,2111.5,73.5,14.3
"MN,SD",070200010305,Little Minnesota River,5727.6,3557.0,564.2,62.1,9.9
"MN,SD",070200010408,Big Stone Lake,29336.9,15457.1,3061.6,52.7,10.4
"MN,SD",070200010706,Outlet Whetstone River,6370.6,4195.9,513.8,65.9,8.1
"MN,SD",070200010907,Lake Albert-North Fork Yellow Bank River,10764.2,8360.8,784.5,77.7,7.3
"MN,SD",070200011004,Middle South Fork Yellow Bank River,6036.6,3420.0,627.5,56.7,10.4
"MN,SD",070200011005,LaBolt Lake,12712.0,8213.4,1676.8,64.6,13.2
"MN,SD",070200011006,Kaufman Slough,4457.8,3780.5,242.5,84.8,5.4
"MN,SD",070200011007,Lower South Fork Yellow Bank River,8507.2,6261.8,915.3,73.6,10.8
"MN,SD",070200011009,Yellow Bank River,3745.0,2637.5,479.2,70.4,12.8
"MN,SD",070200011101,Big Stone National Wildlife Refuge-Minnesota River,11110.7,4559.6,3517.7,41.0,31.7
"MN,SD",070200030101,Lake Hendricks,10072.0,5105.3,3245.6,50.7,32.2
"MN,SD",070200030102,Judicial Ditch Number Ninteen-Lac qui Parle River,10048.9,6571.0,1286.8,65.4,12.8
"MN,SD",070200030105,Twin Lake,7031.2,4006.8,916.7,57.0,13.0
"MN,SD",070200030201,Upper Lazarus Creek,4654.5,2699.4,562.7,58.0,12.1
"MN,SD",070200030202,Middle Lazarus Creek,8352.3,5050.9,683.0,60.5,8.2
"MN,SD",070200030203,Canby Creek,9384.3,5716.5,686.7,60.9,7.3
"MN,SD",070200030303,Crow Creek,10962.6,6673.3,794.2,60.9,7.2
"MN,SD",070200030304,Lost Creek,9025.4,5949.8,479.0,65.9,5.3
"MN,SD",070200030305,Upper County Ditch Number Five,10096.7,7596.4,1145.4,75.2,11.3
"MN,SD",070200030306,Lower County Ditch Number Five,5214.7,2954.4,1310.0,56.7,25.1
"MN,SD",070200030307,Bolland Slough-West Branch Lac qui Parle River,6681.4,3665.1,676.7,54.9,10.1
"MN,SD",070200030403,Sweetwater State Wildlife Management Area-Cobb Creek,7171.6,4448.2,920.2,62.0,12.8
"MN,SD",070200030404,Florida Creek-Cobb Creek,15710.4,8010.6,3060.8,51.0,19.5
"MN,SD",070200040303,Upper North Branch Yellow Medicine River,11066.3,7686.4,1028.7,69.5,9.3
"MN,SD",090201010201,Upper Lake Traverse,11029.5,5811.2,996.7,52.7,9.0
"MN,SD",090201010203,Lower Lake Traverse,10227.8,5810.3,929.1,56.8,9.1
"MN,SD",090201010205,Mud Lake,12953.1,7088.6,3375.6,54.7,26.1
"MN,SD",090201010305,Outlet Big Slough,10360.9,8206.2,1061.5,79.2,10.2
"MN,SD",101702020901,Upper Deer Creek,11942.5,4973.5,5998.8,41.6,50.2
"MN,SD",101702021001,Upper Medary Creek,11491.6,8247.1,872.6,71.8,7.6
"MN,SD",101702021002,Middle Medary Creek,12637.8,10021.0,487.9,79.3,3.9
"MN,SD",101702030101,Upper Spring Creek,8608.0,6819.7,257.6,79.2,3.0
"MN,SD",101702030303,Town of Verdi-Willow Creek,7529.2,5710.8,215.3,75.8,2.9
"MN,SD",101702030304,Lower Flandreau Creek,8744.8,6147.4,107.7,70.3,1.2
"MN,SD",101702031304,South Branch Pipestone Creek-Pipestone Creek,16291.9,13512.7,222.6,82.9,1.4
"MN,SD",101702031305,Pipestone Creek,12713.2,11081.1,247.6,87.2,1.9
"MN,SD",101702031503,Middle Beaver Creek,8042.0,6556.6,87.3,81.5,1.1
"MN,SD",101702031504,Springwater Creek,4201.8,3539.8,45.5,84.2,1.1
"MN,SD",101702031505,Fourmile Creek,5226.3,4274.8,40.0,81.8,0.8
"MN,SD",101702031506,Lower Beaver Creek,9802.3,7673.6,242.8,78.3,2.5
"MN,SD",101702031602,City of Jasper-Split Rock Creek,11543.7,8431.6,176.9,73.0,1.5
"MN,SD",101702031604,Devils Gulch,5058.2,4510.2,78.8,89.2,1.6
"MN,SD",101702031605,The Palisades-Split Rock Creek,12891.1,10136.2,263.8,78.6,2.0
"MN,WI",070300051206,Saint Croix River,7602.4,3765.5,1079.5,49.5,14.2
"MN,WI",070400010102,Lock and Dam Number Three-Mississippi River,16231.8,5582.5,4726.4,34.4,29.1
"MN,WI",070400060101,Shingle Creek-Mississippi River,8741.2,2513.2,4025.1,28.8,46.0
MO,071100010207,Kaylor Branch-Fox River,6520.1,1909.2,2681.8,29.3,41.1
MO,071100010301,Brush Creek-Fox River,10946.6,3295.0,4324.9,30.1,39.5
MO,071100010302,Upper Honey Creek,6747.6,4914.3,375.7,72.8,5.6
MO,071100010303,Middle Honey Creek,5383.3,2184.8,1580.5,40.6,29.4
MO,071100010304,Sugar Creek,4563.0,2245.0,1110.0,49.2,24.3
MO,071100010305,Lower Honey Creek,4455.4,2598.9,1164.3,58.3,26.1
MO,071100010306,Fox River,8383.0,5731.9,1499.4,68.4,17.9
MO,071100010702,North Wyaconda River,13998.8,6028.1,2553.5,43.1,18.2
MO,071100010803,Middle South Wyaconda River,6598.3,2982.6,956.3,45.2,14.5
MO,071100010804,Lower South Wyaconda River,8550.6,3200.6,1810.0,37.4,21.2
MO,071100010901,Little Wyaconda River,12876.7,5057.6,3284.1,39.3,25.5
MO,071100010902,Upper Wyaconda River,11679.9,5470.6,2789.2,46.8,23.9
MO,071100010903,Little Sugar Creek-Sugar Creek,13610.9,8195.9,2561.7,60.2,18.8
MO,071100010904,Middle Wyaconda River,13722.3,5337.5,4006.6,38.9,29.2
MO,071100010905,Lower Wyaconda River,3772.7,995.3,1370.6,26.4,36.3
MO,071100011003,Durgens Creek,11049.3,6411.6,1518.2,58.0,13.7
MO,071100020105,Downing Reservoir-North Fabius River,9488.5,3363.8,1870.0,35.5,19.7
MO,071100020106,Gunns Branch,5331.7,2146.4,912.1,40.3,17.1
MO,071100020107,Indian Creek,4099.8,1410.1,609.3,34.4,14.9
MO,071100020108,Memphis Reservoir-North Fabius River,7440.0,3783.6,1104.0,50.9,14.8
MO,071100020301,Tobin Creek,5773.7,2273.8,972.0,39.4,16.8
MO,071100020302,City of Baring-Bridge Creek,7056.1,2758.1,923.4,39.1,13.1
MO,071100020303,Little Bridge Creek-Bridge Creek,9806.7,2489.9,3193.2,25.4,32.6
MO,071100020304,Sand Hill Branch-Middle Fabius River,15576.1,7117.3,3817.5,45.7,24.5
MO,071100020305,Reddish Branch-Middle Fabius River,15691.0,7240.8,4519.9,46.1,28.8
MO,071100020306,Middle Fabius River,9341.1,3939.9,2684.9,42.2,28.7
MO,071100020401,Bear Creek,13404.5,4835.7,3152.8,36.1,23.5
MO,071100020402,Long Branch-North Fabius River,13562.3,6696.7,2679.4,49.4,19.8
MO,071100020403,Cooper Branch-North Fabius River,15082.8,5503.1,5579.3,36.5,37.0
MO,071100020404,Town of Weber-North Fabius River,7986.1,3846.7,2231.7,48.2,27.9
